log file,instance id,domain class,search algorithm,plan length,vanilla repair length,vanilla repair,goal reached,num nodes generated,sum h cost,sum f cost,sum h cost time,sum grounding time,search time,search g cost,search repair set,repair length comparison,error message
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp01-err-rate-0-1.yaml,scanalyzer-08-strips__pp01-err-rate-0-1,scanalyzer-08-strips,dfs,10,0,,True,83,0,0,0.0,0.21,2.03,3.0,"analyze-2,(on ?c2 ?s2),effPos,1
analyze-2,(analyzed ?c2),effPos,1
analyze-2,(not (on ?c1 ?s1)),effNeg,-1",longer,
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp11-err-rate-0-3.yaml,data-network-opt18-strips__pp11-err-rate-0-3,data-network-opt18-strips,dfs,7,1,"load,(cached ?d ?s),effPos,1",False,,,,,,35.96,,,,
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp12-err-rate-0-5.yaml,data-network-opt18-strips__pp12-err-rate-0-5,data-network-opt18-strips,dfs,7,2,"load,(cached ?d ?s),effPos,1
process,(less-equal ?size ?size),precPos,-1",False,,,,,,2.84,,,,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob11-err-rate-0-5.yaml,mprime__pprob11-err-rate-0-5,mprime,dfs,7,0,,True,87,0,0,0.0,2.49,4.73,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob19-err-rate-0-1.yaml,mystery__pprob19-err-rate-0-1,mystery,dfs,6,1,"feast,(pleasure ?l1),precPos,-1",False,,,,,,1.38,,,,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob26-err-rate-0-1.yaml,mystery__pprob26-err-rate-0-1,mystery,dfs,6,1,"overcome,(locale ?s2 ?v),precPos,-1",False,,,,,,1.72,,,,
exp_logs_anu/dfs relax-prec lp1/transport-opt08-strips__pp21-err-rate-0-1.yaml,transport-opt08-strips__pp21-err-rate-0-1,transport-opt08-strips,dfs,8,0,,True,38,0,0,0.0,0.44,1.66,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/rovers__pp01-err-rate-0-3.yaml,rovers__pp01-err-rate-0-3,rovers,dfs,10,1,"calibrate,(calibrated ?i ?r),effPos,1",True,48,0,0,0.0,1.33,2.73,1.0,"calibrate,(calibrated ?i ?r),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/freecell__pprobfreecell-2-2-err-rate-0-1.yaml,freecell__pprobfreecell-2-2-err-rate-0-1,freecell,dfs,8,1,"sendtohome,(on ?homecard ?vcard),precPos,-1",False,,,,,,1.35,,,,
exp_logs_anu/dfs relax-prec lp1/rovers__pp02-err-rate-0-5.yaml,rovers__pp02-err-rate-0-5,rovers,dfs,8,2,"communicate_image_data,(at_lander ?l ?y),effPos,1
communicate_image_data,(equipped_for_soil_analysis ?r),effPos,1",True,52,0,0,0.0,1.31,2.84,3.0,"communicate_rock_data,(at_lander ?l ?y),effPos,1
communicate_rock_data,(at_lander ?l ?y),precPos,-1
communicate_image_data,(equipped_for_soil_analysis ?r),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/zenotravel__pp04-err-rate-0-3.yaml,zenotravel__pp04-err-rate-0-3,zenotravel,dfs,9,0,,True,457,0,0,0.0,9.26,12.64,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/tetris-opt14-strips__pp03-4-err-rate-0-5.yaml,tetris-opt14-strips__pp03-4-err-rate-0-5,tetris-opt14-strips,dfs,10,0,,True,69,0,0,0.0,0.31,1.70,1.0,"move_square,(clear ?xy_final),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-1.yaml,pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-1,pipesworld-notankage,dfs,10,1,"pop-unitarypipe,(on ?last-batch-atom ?from-area),effPos,1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/mprime__pprob19-err-rate-0-3.yaml,mprime__pprob19-err-rate-0-3,mprime,dfs,8,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/woodworking-sat08-strips__pp21-err-rate-0-5.yaml,woodworking-sat08-strips__pp21-err-rate-0-5,woodworking-sat08-strips,dfs,8,0,,False,,,,,,1.21,,,,"An error occurred during A* search: 'small' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 133, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in parse_domain
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
ValueError: 'small' is not in list
"
exp_logs_anu/dfs relax-prec lp1/mprime__pprob30-err-rate-0-5.yaml,mprime__pprob30-err-rate-0-5,mprime,dfs,9,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-1-3-err-rate-0-1.yaml,ged-opt14-strips__pd-1-3-err-rate-0-1,ged-opt14-strips,dfs,9,0,,True,31,0,0,0.0,0.18,1.77,5.0,"begin-transpose-splice,(inverted ?x),effPos,1
end-splice-1,(cw ?x ?y),effPos,1
invert-single-gene-a,(normal ?x),effPos,1
begin-transpose-splice,(cw ?x ?y),effPos,1
end-cut-1,(cw ?y ?x),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/depot__pp01-err-rate-0-1.yaml,depot__pp01-err-rate-0-1,depot,dfs,10,1,"drop,(in ?p ?z),precPos,-1",True,89,0,0,0.0,1.68,3.30,1.0,"drop,(in ?p ?z),precPos,-1",equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-2-1-err-rate-0-3.yaml,ged-opt14-strips__pd-2-1-err-rate-0-3,ged-opt14-strips,dfs,1,0,,True,2,0,0,0.0,0.03,1.20,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-3-err-rate-0-5.yaml,miconic__ps2-3-err-rate-0-5,miconic,dfs,7,1,"up,(equality-op ?f1 ?f1),precPos,-1",True,14,0,0,0.0,0.14,1.42,1.0,"up,(equality-op ?f1 ?f1),precPos,-1",equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-0-err-rate-0-3.yaml,miconic__ps2-0-err-rate-0-3,miconic,dfs,8,2,"up,(lift-at ?f2),effPos,1
board,(served ?p),effPos,1",True,27,0,0,0.0,0.12,1.35,5.0,"up,(lift-at ?f2),effPos,1
up,(not (lift-at ?f1)),effNeg,-1
board,(lift-at ?f),precPos,-1
depart,(served ?p),effPos,1
depart,(boarded ?p),precPos,-1",longer,
exp_logs_anu/dfs relax-prec lp1/miconic__ps1-2-err-rate-0-1.yaml,miconic__ps1-2-err-rate-0-1,miconic,dfs,4,0,,True,5,0,0,0.0,0.06,1.18,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob26-err-rate-0-3.yaml,mprime__pprob26-err-rate-0-3,mprime,dfs,6,1,"succumb,(fears ?c ?v),precPos,-1",True,102,0,0,0.0,0.33,1.84,1.0,"succumb,(fears ?c ?v),precPos,-1",equal,
exp_logs_anu/dfs relax-prec lp1/pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-5.yaml,pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-5,pipesworld-notankage,dfs,5,0,,True,23,0,0,0.0,0.28,1.92,1.0,"push-unitarypipe,(on ?batch-atom-in ?to-area),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob25-err-rate-0-5.yaml,mprime__pprob25-err-rate-0-5,mprime,dfs,4,0,,True,13,0,0,0.0,0.18,1.34,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/visitall-opt11-strips__pproblem03-half-err-rate-0-3.yaml,visitall-opt11-strips__pproblem03-half-err-rate-0-3,visitall-opt11-strips,dfs,7,1,"move,(visited ?nextpos),precPos,-1",False,,,,,,1.22,,,,
exp_logs_anu/dfs relax-prec lp1/pegsol-08-strips__pp03-err-rate-0-1.yaml,pegsol-08-strips__pp03-err-rate-0-1,pegsol-08-strips,dfs,10,0,,True,9093,0,0,0.0,494.25,539.91,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob25-err-rate-0-3.yaml,mystery__pprob25-err-rate-0-3,mystery,dfs,4,0,,True,18,0,0,0.0,0.35,1.59,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob26-err-rate-0-5.yaml,mystery__pprob26-err-rate-0-5,mystery,dfs,6,0,,True,5987,0,0,0.0,242.54,276.42,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/transport-opt08-strips__pp21-err-rate-0-5.yaml,transport-opt08-strips__pp21-err-rate-0-5,transport-opt08-strips,dfs,8,0,,True,50,0,0,0.0,0.61,1.85,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/freecell__pprobfreecell-2-2-err-rate-0-5.yaml,freecell__pprobfreecell-2-2-err-rate-0-5,freecell,dfs,8,0,,True,16,0,0,0.0,0.28,1.55,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/rovers__pp02-err-rate-0-1.yaml,rovers__pp02-err-rate-0-1,rovers,dfs,8,0,,True,32,0,0,0.0,0.77,2.10,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/freecell__pprobfreecell-2-1-err-rate-0-3.yaml,freecell__pprobfreecell-2-1-err-rate-0-3,freecell,dfs,9,1,"sendtohome,(clear ?card),precPos,-1",False,,,,,,2.76,,,,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob30-err-rate-0-3.yaml,mystery__pprob30-err-rate-0-3,mystery,dfs,10,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/scanalyzer-opt11-strips__pp01-err-rate-0-3.yaml,scanalyzer-opt11-strips__pp01-err-rate-0-3,scanalyzer-opt11-strips,dfs,5,0,,True,6,0,0,0.0,0.1,1.26,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob04-err-rate-0-1.yaml,mprime__pprob04-err-rate-0-1,mprime,dfs,9,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp12-err-rate-0-1.yaml,data-network-opt18-strips__pp12-err-rate-0-1,data-network-opt18-strips,dfs,7,0,,True,32,0,0,0.0,0.67,1.99,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp01-err-rate-0-5.yaml,scanalyzer-08-strips__pp01-err-rate-0-5,scanalyzer-08-strips,dfs,10,1,"analyze-2,(analyzed ?c1),effPos,1",True,85,0,0,0.0,0.2,2.08,3.0,"analyze-2,(not (on ?c2 ?s2)),effNeg,-1
analyze-2,(analyzed ?c1),effPos,1
analyze-2,(on ?c1 ?s1),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob11-err-rate-0-1.yaml,mprime__pprob11-err-rate-0-1,mprime,dfs,7,0,,True,48,0,0,0.0,1.31,3.18,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob19-err-rate-0-5.yaml,mystery__pprob19-err-rate-0-5,mystery,dfs,6,2,"succumb,(fears ?c ?v),precPos,-1
succumb,(craves ?c ?n),effPos,1",True,65,0,0,0.0,0.32,1.80,2.0,"succumb,(fears ?c ?v),precPos,-1
succumb,(craves ?c ?n),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/depot__pp01-err-rate-0-5.yaml,depot__pp01-err-rate-0-5,depot,dfs,10,3,"drive,(at ?x ?z),effPos,1
drop,(clear ?z),precPos,-1
load,(in ?y ?z),effPos,1",False,,,,,,1.53,,,,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-1-3-err-rate-0-5.yaml,ged-opt14-strips__pd-1-3-err-rate-0-5,ged-opt14-strips,dfs,9,0,,True,44,0,0,0.0,0.45,2.15,3.0,"begin-cut,(inverted ?y),effPos,1
invert-single-gene-a,(not (normal ?x)),effNeg,-1
end-cut-1,(inverted ?y),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob30-err-rate-0-1.yaml,mprime__pprob30-err-rate-0-1,mprime,dfs,9,1,"overcome,(harmony ?v ?s2),effPos,1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/blocks__pprobBLOCKS-6-1-err-rate-0-3.yaml,blocks__pprobBLOCKS-6-1-err-rate-0-3,blocks,dfs,10,0,,True,357,0,0,0.0,3.38,5.18,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/visitall-opt11-strips__pproblem02-full-err-rate-0-3.yaml,visitall-opt11-strips__pproblem02-full-err-rate-0-3,visitall-opt11-strips,dfs,3,1,"move,(connected ?curpos ?curpos),precPos,-1",False,,,,,,1.17,,,,
exp_logs_anu/dfs relax-prec lp1/miconic__ps1-2-err-rate-0-5.yaml,miconic__ps1-2-err-rate-0-5,miconic,dfs,4,2,"board,(destin ?p ?f),precPos,-1
board,(lift-at ?p),effPos,1",False,,,,,,1.24,,,,
exp_logs_anu/dfs relax-prec lp1/miconic__ps1-1-err-rate-0-3.yaml,miconic__ps1-1-err-rate-0-3,miconic,dfs,3,0,,True,4,0,0,0.0,0.06,1.27,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/miconic__ps2-3-err-rate-0-1.yaml,miconic__ps2-3-err-rate-0-1,miconic,dfs,7,1,"board,(lift-at ?p),precPos,-1",False,,,,,,1.24,,,,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob25-err-rate-0-1.yaml,mprime__pprob25-err-rate-0-1,mprime,dfs,4,0,,True,14,0,0,0.0,0.14,1.40,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-1.yaml,pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-1,pipesworld-notankage,dfs,5,0,,True,26,0,0,0.0,0.36,1.79,1.0,"push-unitarypipe,(on ?batch-atom-in ?to-area),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/pegsol-08-strips__pp03-err-rate-0-5.yaml,pegsol-08-strips__pp03-err-rate-0-5,pegsol-08-strips,dfs,10,2,"jump-continue-move,(in-line ?to ?from ?to),precPos,-1
end-move,(move-ended ),precPos,-1",False,,,,,,10.57,,,,
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp23-err-rate-0-3.yaml,scanalyzer-08-strips__pp23-err-rate-0-3,scanalyzer-08-strips,dfs,5,0,,True,6,0,0,0.0,0.1,1.26,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob11-err-rate-0-3.yaml,mystery__pprob11-err-rate-0-3,mystery,dfs,7,1,"overcome,(fears ?s1 ?v),effPos,1",False,,,,,,2.04,,,,
exp_logs_anu/dfs relax-prec lp1/pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-5.yaml,pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-5,pipesworld-notankage,dfs,10,1,"pop-unitarypipe,(follow ?batch-atom-in ?batch-atom-in),precPos,-1",True,59,0,0,0.0,0.34,1.72,3.0,"pop-unitarypipe,(on ?batch-atom-in ?from-area),effPos,1
pop-unitarypipe,(follow ?batch-atom-in ?batch-atom-in),precPos,-1
push-unitarypipe,(on ?batch-atom-in ?to-area),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/tetris-opt14-strips__pp03-4-err-rate-0-1.yaml,tetris-opt14-strips__pp03-4-err-rate-0-1,tetris-opt14-strips,dfs,10,1,"move_l_down,(clear ?xy_initial1),effPos,1",True,54,0,0,0.0,0.63,2.21,2.0,"move_l_down,(clear ?xy_initial1),effPos,1
move_square,(not (clear ?xy_final)),effNeg,-1",longer,
exp_logs_anu/dfs relax-prec lp1/woodworking-sat08-strips__pp21-err-rate-0-1.yaml,woodworking-sat08-strips__pp21-err-rate-0-1,woodworking-sat08-strips,dfs,8,0,,False,,,,,,1.22,,,,"An error occurred during A* search: 'small' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 133, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in parse_domain
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
ValueError: 'small' is not in list
"
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp09-err-rate-0-5.yaml,data-network-opt18-strips__pp09-err-rate-0-5,data-network-opt18-strips,dfs,8,2,"process,(usage ?s ?after),effPos,1
send,(capacity ?from ?limit),precPos,-1",False,,,,,,1.99,,,,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob17-err-rate-0-1.yaml,mystery__pprob17-err-rate-0-1,mystery,dfs,4,0,,True,743,0,0,0.0,40.4,46.77,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/hiking-opt14-strips__pptesting-2-4-3-err-rate-0-5.yaml,hiking-opt14-strips__pptesting-2-4-3-err-rate-0-5,hiking-opt14-strips,dfs,10,0,,True,169,0,0,0.0,0.91,2.45,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/visitall-opt11-strips__pproblem02-half-err-rate-0-5.yaml,visitall-opt11-strips__pproblem02-half-err-rate-0-5,visitall-opt11-strips,dfs,1,0,,True,2,0,0,0.0,0.03,1.17,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/scanalyzer-sat11-strips__pp01-err-rate-0-1.yaml,scanalyzer-sat11-strips__pp01-err-rate-0-1,scanalyzer-sat11-strips,dfs,10,0,,True,41,0,0,0.0,0.23,1.46,4.0,"analyze-4,(on ?c2 ?s4),effPos,1
analyze-4,(on ?c3 ?s3),effPos,1
analyze-4,(not (on ?c1 ?s1)),effNeg,-1
analyze-4,(on ?c4 ?s2),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob20-err-rate-0-5.yaml,mprime__pprob20-err-rate-0-5,mprime,dfs,7,0,,False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/mystery__pprob28-err-rate-0-1.yaml,mystery__pprob28-err-rate-0-1,mystery,dfs,9,1,"overcome,(province ?s2),precPos,-1",False,,,,,,1.59,,,,
exp_logs_anu/dfs relax-prec lp1/scanalyzer-08-strips__pp25-err-rate-0-1.yaml,scanalyzer-08-strips__pp25-err-rate-0-1,scanalyzer-08-strips,dfs,10,0,,True,42,0,0,0.0,0.38,1.91,5.0,"analyze-4,(on ?c2 ?s4),effPos,1
analyze-4,(on ?c4 ?s2),effPos,1
analyze-4,(not (on ?c4 ?s4)),effNeg,-1
analyze-4,(on ?c3 ?s3),effPos,1
analyze-4,(on ?c1 ?s1),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob35-err-rate-0-5.yaml,mprime__pprob35-err-rate-0-5,mprime,dfs,6,0,,True,526,0,0,0.0,13.8,17.15,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/ged-opt14-strips__pd-2-4-err-rate-0-3.yaml,ged-opt14-strips__pd-2-4-err-rate-0-3,ged-opt14-strips,dfs,7,1,"end-cut-2,(cw ?x ?y),effPos,1",True,15,0,0,0.0,0.13,1.50,6.0,"begin-cut,(cw ?y ?x),effPos,1
begin-transpose-splice,(not (cw ?x ?y)),effNeg,-1
end-cut-2,(cw ?x ?y),effPos,1
end-splice-2,(cw ?y ?x),effPos,1
begin-cut,(inverted ?x),effPos,1
end-cut-2,(normal ?y),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/tpp__pp02-err-rate-0-1.yaml,tpp__pp02-err-rate-0-1,tpp,dfs,8,1,"load,(loaded ?g ?t ?l4),effPos,1",True,11,0,0,0.0,0.13,1.37,1.0,"load,(loaded ?g ?t ?l4),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob17-err-rate-0-3.yaml,mprime__pprob17-err-rate-0-3,mprime,dfs,4,0,,True,3461,0,0,0.0,214.09,245.38,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/tidybot-opt11-strips__pp01-err-rate-0-5.yaml,tidybot-opt11-strips__pp01-err-rate-0-5,tidybot-opt11-strips,dfs,4,0,,False,,,,,,1.24,,,,"An error occurred during A* search: Duplicate definition of element ""cart"". Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 163, in find_path
    neighbors = sorted(current_node.get_neighbors(), key=lambda x: x.g_cost, reverse=True)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 135, in ground_pddl
    parser.parse_problem(task_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 227, in parse_problem
    problem = self._reader.parse_instance(problem_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/fstrips.py"", line 62, in parse_instance
    self.parse_file(filename, 'problem')
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/fstrips.py"", line 55, in parse_file
    self.parser.visit(domain_parse_tree)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/antlr4/tree/Tree.py"", line 34, in visit
    return tree.accept(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/parser/parser.py"", line 4883, in accept
    return visitor.visitProblem(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/parser/visitor.py"", line 379, in visitProblem
    return self.visitChildren(ctx)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/antlr4/tree/Tree.py"", line 44, in visitChildren
    childResult = c.accept(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/parser/parser.py"", line 5143, in accept
    return visitor.visitObject_declaration(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/reader.py"", line 173, in visitObject_declaration
    self.language.constant(o, t)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/fol.py"", line 251, in constant
    self._check_name_not_defined(name, self._constants, err.DuplicateConstantDefinition)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/fol.py"", line 286, in _check_name_not_defined
    raise err.DuplicateDefinition(name, self._global_index[name])
tarski.errors.DuplicateDefinition: Duplicate definition of element ""cart""
"
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp01-err-rate-0-3.yaml,data-network-opt18-strips__pp01-err-rate-0-3,data-network-opt18-strips,dfs,9,2,"send,(usage ?to ?size),effPos,1
process,(usage ?s ?before),precPos,-1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp02-err-rate-0-5.yaml,data-network-opt18-strips__pp02-err-rate-0-5,data-network-opt18-strips,dfs,7,0,,True,18,0,0,0.0,0.36,1.63,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/driverlog__pp01-err-rate-0-1.yaml,driverlog__pp01-err-rate-0-1,driverlog,dfs,7,1,"walk,(in ?loc-from ?loc-from),effPos,1",True,98,0,0,0.0,1.67,3.20,1.0,"walk,(in ?loc-from ?loc-from),effPos,1",equal,
exp_logs_anu/dfs relax-prec lp1/mprime__pprob01-err-rate-0-5.yaml,mprime__pprob01-err-rate-0-5,mprime,dfs,5,0,,True,11,0,0,0.0,0.22,1.54,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/pipesworld-notankage__pp03-net1-b8-g3-err-rate-0-1.yaml,pipesworld-notankage__pp03-net1-b8-g3-err-rate-0-1,pipesworld-notankage,dfs,10,0,,True,50,0,0,0.0,0.28,1.61,2.0,"push-unitarypipe,(on ?first-batch-atom ?from-area),effPos,1
push-unitarypipe,(on ?batch-atom-in ?to-area),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/data-network-opt18-strips__pp17-err-rate-0-5.yaml,data-network-opt18-strips__pp17-err-rate-0-5,data-network-opt18-strips,dfs,10,0,,True,1977,0,0,0.0,114.98,177.45,1.0,"send,(saved ?d ?to),effPos,1",longer,
exp_logs_anu/dfs relax-prec lp1/mystery__pprob09-err-rate-0-1.yaml,mystery__pprob09-err-rate-0-1,mystery,dfs,9,1,"succumb,(craves ?c ?n),effPos,1",False,,,,,,,,,,Subprocess timed out after 900 seconds.
exp_logs_anu/dfs relax-prec lp1/blocks__pprobBLOCKS-4-2-err-rate-0-1.yaml,blocks__pprobBLOCKS-4-2-err-rate-0-1,blocks,dfs,6,0,,True,27,0,0,0.0,0.23,1.84,0.0,,equal,
exp_logs_anu/dfs relax-prec lp1/rovers__pp04-err-rate-0-3.yaml,rovers__pp04-err-rate-0-3,rovers,dfs,8,1,"take_image,(calibrated ?i ?r),precPos,-1",True,44,0,0,0.0,1.26,3.96,1.0,"take_image,(calibrated ?i ?r),precPos,-1",equal,
